"","feature","frequency"
"20209","you_smile",5
"20210","gonna_happen",5
"20211","their_little",5
"20212","he_a",5
"20213","time_out",5
"20214","i_kno",5
"20215","future_a",5
"20216","mother_teresa",5
"20217","our_hotel",5
"20218","ones_you",5
"20219","crowd_in",5
"20220","a_bargain",5
"20221","yet_and",5
"20222","having_problems",5
"20223","on_ur",5
"20224","wish_i'd",5
"20225","normally_i",5
"20226","and_threw",5
"20227","away_but",5
"20228","water_for",5
"20229","as_fuck",5
"20230","makes_an",5
"20231","have_long",5
"20232","evidence_for",5
"20233","haha_my",5
"20234","giving_it",5
"20235","and_son",5
"20236","hey_we",5
"20237","the_bush",5
"20238","her_feet",5
"20239","only_by",5
"20240","a_salad",5
"20241","different_story",5
"20242","beer_in",5
"20243","hand_i",5
"20244","screwed_up",5
"20245","have_kept",5
"20246","well_because",5
"20247","didnt_realize",5
"20248","although_we",5
"20249","a_glimpse",5
"20250","baptist_church",5
"20251","body_the",5
"20252","ur_name",5
"20253","kids_all",5
"20254","never_made",5
"20255","health_issues",5
"20256","on_thurs",5
"20257","created_for",5
"20258","happy_the",5
"20259","is_we",5
"20260","ago_that",5
"20261","clear_cut",5
"20262","lot_better",5
"20263","me_oh",5
"20264","today_i've",5
"20265","haven't_done",5
"20266","police_had",5
"20267","is_born",5
"20268","check_us",5
"20269","with_different",5
"20270","papers_and",5
"20271","scored_the",5
"20272","roof_and",5
"20273","all_happy",5
"20274","minutes_until",5
"20275","claimed_to",5
"20276","could_actually",5
"20277","normal_people",5
"20278","be_added",5
"20279","has_decided",5
"20280","p_and",5
"20281","to_digital",5
"20282","my_photo",5
"20283","that_particular",5
"20284","to_film",5
"20285","our_fans",5
"20286","conferences_in",5
"20287","an_x",5
"20288","x_ray",5
"20289","come_away",5
"20290","now_she's",5
"20291","with_minimal",5
"20292","mind_the",5
"20293","two_little",5
"20294","death_i",5
"20295","them_how",5
"20296","how_bout",5
"20297","wife_i",5
"20298","act_as",5
"20299","as_me",5
"20300","have_other",5
"20301","many_have",5
"20302","and_facebook",5
"20303","a_thick",5
"20304","or_someone",5
"20305","aww_you",5
"20306","after_hours",5
"20307","criticism_of",5
"20308","who_likes",5
"20309","the_controversial",5
"20310","all_set",5
"20311","whenever_you",5
"20312","you_post",5
"20313","the_bird",5
"20314","for_beer",5
"20315","me_through",5
"20316","against_you",5
"20317","so_delicious",5
"20318","little_less",5
"20319","anything_the",5
"20320","areas_and",5
"20321","reflects_the",5
"20322","the_brown",5
"20323","brown_is",5
"20324","on_lol",5
"20325","day_going",5
"20326","farm_in",5
"20327","we'll_keep",5
"20328","that_live",5
"20329","hearing_that",5
"20330","accept_it",5
"20331","ass_on",5
"20332","since_this",5
"20333","my_2nd",5
"20334","now_watching",5
"20335","to_home",5
"20336","all_with",5
"20337","escape_from",5
"20338","led_me",5
"20339","months_but",5
"20340","again_that",5
"20341","ribbon_and",5
"20342","tag_for",5
"20343","week_a",5
"20344","is_released",5
"20345","days_so",5
"20346","through_which",5
"20347","we_as",5
"20348","co_op",5
"20349","created_with",5
"20350","these_wonderful",5
"20351","we_laugh",5
"20352","old_was",5
"20353","was_adopted",5
"20354","ive_always",5
"20355","close_enough",5
"20356","project_i",5
"20357","i've_missed",5
"20358","west_bank",5
"20359","a_permit",5
"20360","baby_shower",5
"20361","the_games",5
"20362","always_makes",5
"20363","about_at",5
"20364","his_hair",5
"20365","serious_and",5
"20366","has_asked",5
"20367","state_or",5
"20368","next_on",5
"20369","a_terrorist",5
"20370","egg_hunt",5
"20371","hunt_and",5
"20372","public_policy",5
"20373","my_workout",5
"20374","my_only",5
"20375","is_officially",5
"20376","a_workout",5
"20377","all_done",5
"20378","was_fired",5
"20379","back_just",5
"20380","the_sheer",5
"20381","century_and",5
"20382","results_of",5
"20383","can_someone",5
"20384","a_topic",5
"20385","that_often",5
"20386","then_if",5
"20387","away_it",5
"20388","you_tried",5
"20389","and_anthony",5
"20390","lost_your",5
"20391","have_things",5
"20392","taste_for",5
"20393","and_tim",5
"20394","that_nobody",5
"20395","how_am",5
"20396","will_speak",5
"20397","photo_shoot",5
"20398","follow_our",5
"20399","doing_anything",5
"20400","for_year",5
"20401","then_go",5
"20402","arrived_and",5
"20403","thrilled_with",5
"20404","for_thursday",5
"20405","we_let",5
"20406","for_letting",5
"20407","agreed_it",5
"20408","letting_me",5
"20409","how_r",5
"20410","gift_and",5
"20411","there_no",5
"20412","and_driving",5
"20413","me_which",5
"20414","gotten_to",5
"20415","my_manager",5
"20416","home_games",5
"20417","can't_live",5
"20418","the_memphis",5
"20419","better_when",5
"20420","or_having",5
"20421","until_wednesday",5
"20422","are_white",5
"20423","and_bird",5
"20424","exercise_and",5
"20425","what_everyone",5
"20426","his_presence",5
"20427","happened_and",5
"20428","school_was",5
"20429","a_nuclear",5
"20430","stopped_and",5
"20431","was_afraid",5
"20432","the_envelope",5
"20433","hope_my",5
"20434","the_beliefs",5
"20435","i_begin",5
"20436","the_18th",5
"20437","are_forced",5
"20438","forced_into",5
"20439","into_doing",5
"20440","anywhere_else",5
"20441","more_attention",5
"20442","half_price",5
"20443","could_say",5
"20444","im_on",5
"20445","in_light",5
"20446","true_story",5
"20447","don't_look",5
"20448","early_morning",5
"20449","bitch_you",5
"20450","lunch_time",5
"20451","not_play",5
"20452","the_weekly",5
"20453","like_today",5
"20454","of_talent",5
"20455","is_rt",5
"20456","be_glad",5
"20457","the_live",5
"20458","free_or",5
"20459","ago_they",5
"20460","announced_at",5
"20461","round_up",5
"20462","the_secrets",5
"20463","ago_he",5
"20464","book_with",5
"20465","a_read",5
"20466","season_so",5
"20467","fit_the",5
"20468","survive_the",5
"20469","last_decade",5
"20470","really_understand",5
"20471","pink_and",5
"20472","week_this",5
"20473","our_staff",5
"20474","well_after",5
"20475","moment_to",5
"20476","using_an",5
"20477","mention_a",5
"20478","a_killer",5
"20479","their_business",5
"20480","awe_of",5
"20481","in_control",5
"20482","tiger_woods",5
"20483","it's_okay",5
"20484","highlight_of",5
"20485","the_rolling",5
"20486","small_amount",5
"20487","to_ease",5
"20488","great_if",5
"20489","know_them",5
"20490","and_die",5
"20491","and_ive",5
"20492","become_one",5
"20493","either_in",5
"20494","and_living",5
"20495","really_are",5
"20496","really_been",5
"20497","junior_high",5
"20498","doubts_about",5
"20499","now_i've",5
"20500","i_assume",5
"20501","but_everything",5
"20502","one_ever",5
"20503","so_sure",5
"20504","show_from",5
"20505","dominate_the",5
"20506","beds_and",5
"20507","tired_to",5
"20508","got_our",5
"20509","saw_them",5
"20510","o_the",5
"20511","so_dont",5
"20512","morning_have",5
"20513","me_once",5
"20514","my_part",5
"20515","and_fear",5
"20516","by_taking",5
"20517","pick_you",5
"20518","hoping_i",5
"20519","that_wouldn't",5
"20520","prices_have",5
"20521","world's_most",5
"20522","the_user",5
"20523","signing_up",5
"20524","my_facebook",5
"20525","opening_up",5
"20526","giving_out",5
"20527","and_adults",5
"20528","while_working",5
"20529","room_where",5
"20530","i_luv",5
"20531","wind_and",5
"20532","her_husband's",5
"20533","be_wearing",5
"20534","out_who",5
"20535","library_in",5
"20536","next_tuesday",5
"20537","you_tweeted",5
"20538","the_curse",5
"20539","love_but",5
"20540","pour_the",5
"20541","next_step",5
"20542","a_pass",5
"20543","and_kids",5
"20544","we're_working",5
"20545","acquired_a",5
"20546","of_of",5
"20547","the_groups",5
"20548","your_plans",5
"20549","rt_it",5
"20550","gonna_die",5
"20551","daddy_and",5
"20552","he_uses",5
"20553","hear_your",5
"20554","us_they",5
"20555","he_lived",5
"20556","out_just",5
"20557","a_wonderfully",5
"20558","property_values",5
"20559","to_google",5
"20560","most_welcome",5
"20561","confidence_in",5
"20562","the_countrys",5
"20563","she_probably",5
"20564","air_for",5
"20565","far_better",5
"20566","we_wish",5
"20567","about_learning",5
"20568","garden_state",5
"20569","how_things",5
"20570","to_i'm",5
"20571","the_un",5
"20572","and_jay",5
"20573","alone_a",5
"20574","itself_but",5
"20575","less_about",5
"20576","to_examine",5
"20577","been_like",5
"20578","brother_is",5
"20579","stick_with",5
"20580","shit_lol",5
"20581","d_love",5
"20582","at_today",5
"20583","wrote_that",5
"20584","two_big",5
"20585","of_reality",5
"20586","to_separate",5
"20587","me_its",5
"20588","months_away",5
"20589","anything_it",5
"20590","remember_if",5
"20591","eating_the",5
"20592","many_to",5
"20593","into_two",5
"20594","but_can't",5
"20595","marked_the",5
"20596","kind_words",5
"20597","pm_i",5
"20598","works_out",5
"20599","i_change",5
"20600","force_in",5
"20601","the_software",5
"20602","why_didn't",5
"20603","at_30pm",5
"20604","nice_of",5
"20605","free_drinks",5
"20606","miss_her",5
"20607","won't_give",5
"20608","manager_and",5
"20609","interesting_i",5
"20610","lol_a",5
"20611","to_she",5
"20612","my_biggest",5
"20613","she_wants",5
"20614","out_oh",5
"20615","ball_and",5
"20616","day_only",5
"20617","believe_they",5
"20618","me_really",5
"20619","caught_a",5
"20620","been_paying",5
"20621","credit_cards",5
"20622","want_your",5
"20623","been_i",5
"20624","these_books",5
"20625","an_opinion",5
"20626","team_will",5
"20627","and_nick",5
"20628","up_soon",5
"20629","to_whom",5
"20630","no_go",5
"20631","where_our",5
"20632","have_better",5
"20633","an_excuse",5
"20634","of_total",5
"20635","the_cab",5
"20636","too_close",5
"20637","and_jim",5
"20638","a_loving",5
"20639","via_i",5
"20640","wondered_what",5
"20641","world_would",5
"20642","of_cases",5
"20643","the_gay",5
"20644","here_thanks",5
"20645","commit_to",5
"20646","the_metal",5
"20647","too_for",5
"20648","to_town",5
"20649","they're_doing",5
"20650","already_the",5
"20651","eyes_are",5
"20652","and_pray",5
"20653","let's_make",5
"20654","years_she",5
"20655","documentary_on",5
"20656","she_gave",5
"20657","would_let",5
"20658","to_playing",5
"20659","sent_the",5
"20660","hearing_from",5
"20661","fun_what",5
"20662","anybody_else",5
"20663","influence_of",5
"20664","i've_used",5
"20665","my_boys",5
"20666","local_businesses",5
"20667","be_loved",5
"20668","is_perfectly",5
"20669","fine_with",5
"20670","family_we",5
"20671","accounts_for",5
"20672","limited_time",5
"20673","is_whether",5
"20674","while_watching",5
"20675","from_mexico",5
"20676","so_ill",5
"20677","post_will",5
"20678","comments_section",5
"20679","with_republicans",5
"20680","books_from",5
"20681","a_style",5
"20682","lol_it's",5
"20683","great_at",5
"20684","of_boston",5
"20685","even_go",5
"20686","it_harder",5
"20687","services_on",5
"20688","on_mobile",5
"20689","the_ends",5
"20690","a_culture",5
"20691","content_with",5
"20692","because_your",5
"20693","failure_of",5
"20694","i'm_afraid",5
"20695","i'm_loving",5
"20696","just_keeps",5
"20697","a_starting",5
"20698","this_work",5
"20699","style_and",5
"20700","still_learning",5
"20701","my_age",5
"20702","while_also",5
"20703","not_give",5
"20704","so_hot",5
"20705","or_from",5
"20706","him_my",5
"20707","you_knew",5
"20708","have_hit",5
"20709","tells_us",5
"20710","ever_before",5
"20711","internet_is",5
"20712","easter_everyone",5
"20713","session_on",5
"20714","it's_on",5
"20715","are_usually",5
"20716","one_now",5
"20717","woman_with",5
"20718","hell_out",5
"20719","first_four",5
"20720","no_child",5
"20721","stood_up",5
"20722","and_important",5
"20723","agent_for",5
"20724","am_glad",5
"20725","didn't_i",5
"20726","read_or",5
"20727","the_queue",5
"20728","funny_to",5
"20729","very_fun",5
"20730","believe_what",5
"20731","at_thanks",5
"20732","rt_what",5
"20733","the_follows",5
"20734","independence_day",5
"20735","guess_i'll",5
"20736","brown_was",5
"20737","soon_so",5
"20738","he_hit",5
"20739","is_yet",5
"20740","bitch_i'm",5
"20741","up_looking",5
"20742","two_in",5
"20743","the_clean",5
"20744","now_here's",5
"20745","go_make",5
"20746","about_for",5
"20747","band_is",5
"20748","an_instant",5
"20749","her_now",5
"20750","i_decide",5
"20751","know_by",5
"20752","has_my",5
"20753","stores_like",5
"20754","human_trafficking",5
"20755","to_ascertain",5
"20756","sold_and",5
"20757","they_seem",5
"20758","of_em",5
"20759","this_isnt",5
"20760","like_watching",5
"20761","chances_are",5
"20762","was_pregnant",5
"20763","well_behaved",5
"20764","sad_because",5
"20765","be_seeing",5
"20766","your_biggest",5
"20767","you're_up",5
"20768","flowers_that",5
"20769","ur_a",5
"20770","the_fields",5
"20771","u_not",5
"20772","the_charity",5
"20773","pride_and",5
"20774","go_by",5
"20775","and_crazy",5
"20776","anyone_i",5
"20777","and_action",5
"20778","writing_my",5
"20779","thoughts_are",5
"20780","and_return",5
"20781","by_working",5
"20782","be_shared",5
"20783","can_reach",5
"20784","tomorrow_we",5
"20785","targets_of",5
"20786","of_opportunity",5
"20787","play_some",5
"20788","all_now",5
"20789","now_because",5
"20790","own_personal",5
"20791","way_at",5
"20792","where_things",5
"20793","you_omg",5
"20794","a_facebook",5
"20795","on_i'm",5
"20796","month_or",5
"20797","should_pay",5
"20798","to_appreciate",5
"20799","questioned_the",5
"20800","policies_and",5
"20801","follow_this",5
"20802","below_for",5
"20803","the_giveaway",5
"20804","bank_account",5
"20805","the_contents",5
"20806","daughter_was",5
"20807","carter_and",5
"20808","christmas_tree",5
"20809","kill_the",5
"20810","shouldn't_have",5
"20811","you_well",5
"20812","cute_but",5
"20813","of_rock",5
"20814","makes_his",5
"20815","house_tonight",5
"20816","by_step",5
"20817","doesn't_know",5
"20818","on_big",5
"20819","u_but",5
"20820","word_the",5
"20821","causes_a",5
"20822","beer_to",5
"20823","is_wonderful",5
"20824","soon_you",5
"20825","get_real",5
"20826","today_were",5
"20827","he_likes",5
"20828","should_work",5
"20829","physical_and",5
"20830","and_emotional",5
"20831","lol_yes",5
"20832","kids_on",5
"20833","do_want",5
"20834","them_not",5
"20835","am_following",5
"20836","please_send",5
"20837","because_theyre",5
"20838","be_happier",5
"20839","you_stop",5
"20840","back_next",5
"20841","hes_the",5
"20842","to_england",5
"20843","no_sleep",5
"20844","a_wednesday",5
"20845","town_with",5
"20846","football_and",5
"20847","web_design",5
"20848","time_then",5
"20849","realise_that",5
"20850","himself_i",5
"20851","much_less",5
"20852","put_me",5
"20853","my_clothes",5
"20854","clothes_and",5
"20855","my_throat",5
"20856","up_not",5
"20857","support_in",5
"20858","until_later",5
"20859","mood_to",5
"20860","the_grace",5
"20861","disease_control",5
"20862","home_when",5
"20863","and_doesn't",5
"20864","her_how",5
"20865","holding_up",5
"20866","my_health",5
"20867","it's_to",5
"20868","a_monster",5
"20869","driving_the",5
"20870","wrong_in",5
"20871","head_up",5
"20872","google_to",5
"20873","color_scheme",5
"20874","join_a",5
"20875","even_make",5
"20876","home_too",5
"20877","career_in",5
"20878","museum_and",5
"20879","say_all",5
"20880","brings_out",5
"20881","ever_wanted",5
"20882","support_local",5
"20883","help_that",5
"20884","house_where",5
"20885","to_react",5
"20886","you_reach",5
"20887","careful_to",5
"20888","fall_out",5
"20889","old_boy",5
"20890","been_feeling",5
"20891","three_more",5
"20892","i've_tried",5
"20893","few_different",5
"20894","you_own",5
"20895","r_the",5
"20896","the_smoke",5
"20897","features_a",5
"20898","going_so",5
"20899","over_me",5
"20900","be_if",5
"20901","that_follow",5
"20902","pulled_pork",5
"20903","cooking_for",5
"20904","not_following",5
"20905","the_funniest",5
"20906","gain_a",5
"20907","just_stop",5
"20908","was_leaving",5
"20909","fresh_mozzarella",5
"20910","kicked_out",5
"20911","and_pulled",5
"20912","six_of",5
"20913","seems_a",5
"20914","were_trying",5
"20915","she_knows",5
"20916","keeping_us",5
"20917","master_of",5
"20918","motivation_for",5
"20919","magazine_the",5
"20920","agent_who",5
"20921","will_air",5
"20922","and_seeing",5
"20923","methods_and",5
"20924","my_hero",5
"20925","right_where",5
"20926","renting_a",5
"20927","until_our",5
"20928","hell_i",5
"20929","lunch_at",5
"20930","created_to",5
"20931","and_art",5
"20932","a_visual",5
"20933","kids_can",5
"20934","me_u",5
"20935","to_today's",5
"20936","the_commercial",5
"20937","listens_to",5
"20938","the_hidden",5
"20939","spent_most",5
"20940","whats_your",5
"20941","album_and",5
"20942","profile_picture",5
"20943","easily_be",5
"20944","forget_what",5
"20945","sound_i",5
"20946","to_invent",5
"20947","on_purpose",5
"20948","the_frame",5
"20949","an_appropriate",5
"20950","new_store",5
"20951","no_help",5
"20952","around_him",5
"20953","a_wish",5
"20954","the_german",5
"20955","were_called",5
"20956","star_of",5
"20957","consider_it",5
"20958","court_documents",5
"20959","luv_u",5
"20960","as_hard",5
"20961","the_rally",5
"20962","drunk_and",5
"20963","shit_my",5
"20964","all_like",5
"20965","what's_wrong",5
"20966","is_fantastic",5
"20967","and_includes",5
"20968","visit_our",5
"20969","considered_it",5
"20970","one_when",5
"20971","i_fucking",5
"20972","wrapped_in",5
"20973","unfortunately_this",5
"20974","we_definitely",5
"20975","you_babe",5
"20976","the_nazis",5
"20977","me_one",5
"20978","about_is",5
"20979","middle_east",5
"20980","that_school",5
"20981","that_ass",5
"20982","that_class",5
"20983","big_thing",5
"20984","and_teachers",5
"20985","thing_a",5
"20986","going_a",5
"20987","rise_of",5
"20988","wasnt_the",5
"20989","your_little",5
"20990","his_chest",5
"20991","help_others",5
"20992","ourselves_and",5
"20993","please_note",5
"20994","all_just",5
"20995","drive_up",5
"20996","will_drive",5
"20997","be_yourself",5
"20998","fall_on",5
"20999","guess_who",5
"21000","move_into",5
"21001","words_from",5
"21002","wondered_if",5
"21003","is_perhaps",5
"21004","thing_the",5
"21005","be_completely",5
"21006","glad_they",5
"21007","the_promo",5
"21008","percent_off",5
"21009","shirts_and",5
"21010","see_on",5
"21011","nothing_for",5
"21012","our_time",5
"21013","short_and",5
"21014","like_last",5
"21015","it_going",5
"21016","and_cooking",5
"21017","of_la",5
"21018","a_bully",5
"21019","my_sweet",5
"21020","the_dirt",5
"21021","this_fight",5
"21022","a_multi",5
"21023","gotta_keep",5
"21024","a_basketball",5
"21025","basketball_game",5
"21026","the_motivation",5
"21027","tee_hee",5
"21028","that_causes",5
"21029","can't_just",5
"21030","were_accepted",5
"21031","accepted_into",5
"21032","prepare_to",5
"21033","yall_i",5
"21034","least_for",5
"21035","on_deck",5
"21036","area_in",5
"21037","to_exercise",5
"21038","ur_just",5
"21039","the_ass",5
"21040","finally_get",5
"21041","color_from",5
"21042","the_fabric",5
"21043","spin_on",5
"21044","weird_that",5
"21045","never_fails",5
"21046","loved_by",5
"21047","the_lyrics",5
"21048","through_i",5
"21049","could_really",5
"21050","her_little",5
"21051","under_their",5
"21052","calls_the",5
"21053","happy_halloween",5
"21054","meanwhile_the",5
"21055","moving_along",5
"21056","in_india",5
"21057","you_they",5
"21058","conference_and",5
"21059","solution_for",5
"21060","a_racist",5
"21061","ass_and",5
"21062","and_shows",5
"21063","character_in",5
"21064","in_not",5
"21065","understand_this",5
"21066","food_court",5
"21067","lol_u",5
"21068","their_respective",5
"21069","u_on",5
"21070","better_at",5
"21071","haven't_talked",5
"21072","some_day",5
"21073","the_papers",5
"21074","amidst_the",5
"21075","oh_it's",5
"21076","seen_at",5
"21077","an_app",5
"21078","his_dad",5
"21079","job_this",5
"21080","you_done",5
"21081","care_but",5
"21082","to_over",5
"21083","main_characters",5
"21084","this_most",5
"21085","arms_around",5
"21086","new_ways",5
"21087","page_for",5
"21088","we_couldnt",5
"21089","couldnt_help",5
"21090","yeah_my",5
"21091","ago_you",5
"21092","something_from",5
"21093","the_crack",5
"21094","crack_of",5
"21095","shopping_in",5
"21096","was_expecting",5
"21097","be_finished",5
"21098","by_about",5
"21099","not_long",5
"21100","finally_finished",5
"21101","back_again",5
"21102","calls_from",5
"21103","just_days",5
"21104","the_dragon",5
"21105","best_man",5
"21106","from_another",5
"21107","position_in",5
"21108","support_them",5
"21109","he_announced",5
"21110","it_provides",5
"21111","no_joke",5
"21112","should_help",5
"21113","for_bed",5
"21114","calendar_for",5
"21115","traffic_and",5
"21116","see_an",5
"21117","then_was",5
"21118","man_with",5
"21119","doing_here",5
"21120","tips_to",5
"21121","free_education",5
"21122","round_trip",5
"21123","eat_your",5
"21124","whilst_the",5
"21125","thanks_guys",5
"21126","left_but",5
"21127","been_out",5
"21128","got_i",5
"21129","to_black",5
"21130","try_one",5
"21131","said_my",5
"21132","be_this",5
"21133","a_host",5
"21134","cant_get",5
"21135","else_could",5
"21136","can_at",5
"21137","obviously_i",5
"21138","also_we",5
"21139","show_to",5
"21140","jack_and",5
"21141","it_look",5
"21142","about_giving",5
"21143","play_to",5
"21144","will_we",5
"21145","master_plan",5
"21146","wow_just",5
"21147","you_decide",5
"21148","the_hurdles",5
"21149","yesterday_the",5
"21150","now_thats",5
"21151","now_all",5
"21152","it_getting",5
"21153","launch_a",5
"21154","easy_way",5
"21155","attack_and",5
"21156","from_city",5
"21157","character_to",5
"21158","have_at",5
"21159","had_long",5
"21160","long_hair",5
"21161","getting_rid",5
"21162","a_fellow",5
"21163","a_tall",5
"21164","being_at",5
"21165","late_on",5
"21166","in_later",5
"21167","differences_in",5
"21168","however_a",5
"21169","a_pickup",5
"21170","don't_talk",5
"21171","read_an",5
"21172","are_happening",5
"21173","it_smells",5
"21174","in_now",5
"21175","month_for",5
"21176","i_changed",5
"21177","love_or",5
"21178","steve_jobs",5
"21179","great_fun",5
"21180","know_until",5
"21181","probably_going",5
"21182","of_fish",5
"21183","take_an",5
"21184","our_love",5
"21185","or_worse",5
"21186","will_depend",5
"21187","usually_the",5
"21188","the_get",5
"21189","the_smallest",5
"21190","at_war",5
"21191","save_a",5
"21192","not_if",5
"21193","a_sacrifice",5
"21194","a_smaller",5
"21195","what's_a",5
"21196","carolina_and",5
"21197","top_that",5
"21198","haha_we",5
"21199","said_something",5
"21200","sarah_palin",5
"21201","but_your",5
"21202","his_book",5
"21203","a_girls",5
"21204","means_it",5
"21205","long_story",5
"21206","adjust_the",5
"21207","data_is",5
"21208","with_of",5
"21209","cure_for",5
"21210","different_way",5
"21211","so_lets",5
"21212","till_i",5
"21213","just_know",5
"21214","non_stop",5
"21215","was_sad",5
"21216","hooked_up",5
"21217","the_dude",5
"21218","should_write",5
"21219","and_adding",5
"21220","that's_true",5
"21221","success_but",5
"21222","no_kidding",5
"21223","angry_birds",5
"21224","a_quote",5
"21225","this_lovely",5
"21226","me_luck",5
"21227","luck_and",5
"21228","eyes_open",5
"21229","the_la",5
"21230","district_is",5
"21231","flowers_are",5
"21232","time_soon",5
"21233","research_shows",5
"21234","like_i've",5
"21235","lower_the",5
"21236","reality_that",5
"21237","states_of",5
"21238","more_thanks",5
"21239","covered_the",5
"21240","add_your",5
"21241","also_one",5
"21242","to_compare",5
"21243","the_universal",5
"21244","interesting_it",5
"21245","wanted_the",5
"21246","and_definitely",5
"21247","have_someone",5
"21248","me_cry",5
"21249","good_book",5
"21250","bitches_i",5
"21251","dont_wanna",5
"21252","one_just",5
"21253","be_necessary",5
"21254","that_fell",5
"21255","fell_apart",5
"21256","would_recommend",5
"21257","select_the",5
"21258","it's_over",5
"21259","dr_seuss",5
"21260","a_shower",5
"21261","here_was",5
"21262","fun_on",5
"21263","handling_of",5
"21264","the_producer",5
"21265","of_reasons",5
"21266","ask_and",5
"21267","your_parents",5
"21268","those_you",5
"21269","any_given",5
"21270","so_difficult",5
"21271","a_soul",5
"21272","bit_too",5
"21273","a_chicken",5
"21274","they_provide",5
"21275","we_win",5
"21276","day_get",5
"21277","for_sunday's",5
"21278","tweet_and",5
"21279","me_here",5
"21280","he_retired",5
"21281","great_story",5
"21282","the_finale",5
"21283","his_food",5
"21284","my_uncle",5
"21285","days_they",5
"21286","say_when",5
"21287","this_from",5
"21288","too_full",5
"21289","is_however",5
"21290","it_feel",5
"21291","appreciate_that",5
"21292","actually_got",5
"21293","designs_and",5
"21294","to_boot",5
"21295","words_we",5
"21296","of_cards",5
"21297","our_front",5
"21298","the_brim",5
"21299","dont_feel",5
"21300","be_disappointed",5
"21301","all_she",5
"21302","does_is",5
"21303","word_in",5
"21304","that_feels",5
"21305","opposition_to",5
"21306","grand_slam",5
"21307","have_reached",5
"21308","will_miss",5
"21309","coconut_milk",5
"21310","transform_the",5
"21311","us_into",5
"21312","months_we",5
"21313","were_gone",5
"21314","quality_time",5
"21315","the_tower",5
"21316","the_lunch",5
"21317","learned_about",5
"21318","ride_i",5
"21319","and_explore",5
"21320","still_awake",5
"21321","stressed_out",5
"21322","i_laugh",5
"21323","now_are",5
"21324","asking_to",5
"21325","dont_really",5
"21326","good_weather",5
"21327","one_two",5
"21328","as_with",5
"21329","council_on",5
"21330","do_or",5
"21331","great_thanks",5
"21332","to_who",5
"21333","property_is",5
"21334","the_stand",5
"21335","a_fundamental",5
"21336","we're_trying",5
"21337","an_experiment",5
"21338","then_in",5
"21339","beyond_that",5
"21340","forever_and",5
"21341","we're_still",5
"21342","time_its",5
"21343","to_showcase",5
"21344","facet_of",5
"21345","until_last",5
"21346","sports_and",5
"21347","aw_i",5
"21348","something_special",5
"21349","this_right",5
"21350","do_im",5
"21351","straight_to",5
"21352","like_or",5
"21353","them_she",5
"21354","the_opinion",5
"21355","count_me",5
"21356","gonna_take",5
"21357","it's_at",5
"21358","put_his",5
"21359","but_other",5
"21360","farmer's_market",5
"21361","as_early",5
"21362","early_as",5
"21363","calling_in",5
"21364","your_people",5
"21365","night_off",5
"21366","where_have",5
"21367","hell_lol",5
"21368","that's_for",5
"21369","john_mccain",5
"21370","the_mountains",5
"21371","in_situations",5
"21372","would_bring",5
"21373","round_in",5
"21374","didn't_just",5
"21375","i_checked",5
"21376","project_in",5
"21377","origin_of",5
"21378","them_even",5
"21379","the_wider",5
"21380","no_fun",5
"21381","up_getting",5
"21382","morning_now",5
"21383","load_of",5
"21384","a_memo",5
"21385","prayers_are",5
"21386","the_u",5
"21387","of_what's",5
"21388","money_i",5
"21389","new_business",5
"21390","can_actually",5
"21391","said_then",5
"21392","road_i",5
"21393","today_has",5
"21394","cool_thanks",5
"21395","show_so",5
"21396","but_feel",5
"21397","had_with",5
"21398","we'll_just",5
"21399","access_the",5
"21400","q_how",5
"21401","practice_for",5
"21402","stands_to",5
"21403","are_headed",5
"21404","then_don't",5
"21405","school_has",5
"21406","could_start",5
"21407","are_helping",5
"21408","tonight_now",5
"21409","a_paper",5
"21410","on_by",5
"21411","box_for",5
"21412","enjoy_our",5
"21413","a_strip",5
"21414","turning_it",5
"21415","a_nigga",5
"21416","for_when",5
"21417","prefer_the",5
"21418","you_i'll",5
"21419","going_away",5
"21420","i'm_reading",5
"21421","senior_year",5
"21422","race_car",5
"21423","line_that",5
"21424","today_from",5
"21425","only_take",5
"21426","to_contemplate",5
"21427","a_stick",5
"21428","absolutely_nothing",5
"21429","all_stars",5
"21430","are_learning",5
"21431","ready_and",5
"21432","four_hits",5
"21433","of_super",5
"21434","was_quickly",5
"21435","girl_that",5
"21436","him_than",5
"21437","council_of",5
"21438","bed_in",5
"21439","it_though",5
"21440","of_events",5
"21441","could_cost",5
"21442","improve_their",5
"21443","can_eat",5
"21444","it_totally",5
"21445","and_federal",5
"21446","another_state",5
"21447","didnt_go",5
"21448","smart_phone",5
"21449","young_woman",5
"21450","that_thanks",5
"21451","special_place",5
"21452","gone_but",5
"21453","things_he",5
"21454","control_over",5
"21455","chance_you",5
"21456","the_denver",5
"21457","right_by",5
"21458","issues_i",5
"21459","i_owe",5
"21460","would_fall",5
"21461","the_soldiers",5
"21462","beautiful_girl",5
"21463","throughout_this",5
"21464","spending_the",5
"21465","and_short",5
"21466","worst_in",5
"21467","add_up",5
"21468","for_android",5
"21469","i_admire",5
"21470","id_rather",5
"21471","projects_i",5
"21472","notes_and",5
"21473","she's_still",5
"21474","standing_in",5
"21475","now_your",5
"21476","flour_and",5
"21477","delight_in",5
"21478","the_friend",5
"21479","the_with",5
"21480","the_dominant",5
"21481","campaigns_and",5
"21482","this_process",5
"21483","bar_with",5
"21484","the_channel",5
"21485","too_it",5
