"","feature","frequency"
"4646","mean_the",8
"4647","approach_to",19
"4648","york_times",15
"4649","great_time",33
"4650","their_work",8
"4651","in_high",15
"4652","have_tried",8
"4653","to_determine",19
"4654","never_really",14
"4655","its_also",8
"4656","the_potential",23
"4657","her_body",8
"4658","of_light",8
"4659","the_pan",8
"4660","me_this",16
"4661","the_bottle",14
"4662","a_one",28
"4663","have_i",18
"4664","my_work",21
"4665","this_isn't",8
"4666","to_fight",23
"4667","through_this",14
"4668","year_ago",25
"4669","grateful_to",8
"4670","was_time",8
"4671","the_stories",8
"4672","to_anyone",13
"4673","would_never",13
"4674","although_he",8
"4675","share_with",8
"4676","the_answer",33
"4677","through_our",8
"4678","himself_in",14
"4679","off_in",24
"4680","i_usually",8
"4681","really_i",13
"4682","much_time",17
"4683","the_concept",13
"4684","could_take",8
"4685","the_darkness",8
"4686","called_a",17
"4687","clear_that",17
"4688","the_prophets",8
"4689","in_august",22
"4690","so_please",8
"4691","have_known",13
"4692","much_and",8
"4693","its_only",14
"4694","versions_of",8
"4695","he_never",16
"4696","in_real",17
"4697","as_his",25
"4698","the_river",19
"4699","corner_of",19
"4700","supreme_court",32
"4701","watched_the",15
"4702","for_dinner",22
"4703","find_that",14
"4704","the_wonderful",14
"4705","you_put",19
"4706","not_always",8
"4707","the_train",25
"4708","a_coffee",8
"4709","speaking_of",14
"4710","now_you",21
"4711","it's_all",29
"4712","be_taken",13
"4713","very_long",8
"4714","give_up",37
"4715","as_such",8
"4716","and_getting",14
"4717","my_old",17
"4718","a_life",24
"4719","so_i've",8
"4720","joined_the",20
"4721","oven_to",8
"4722","years_now",8
"4723","peanut_butter",8
"4724","that_sounds",22
"4725","rid_of",26
"4726","though_he",22
"4727","one_at",8
"4728","the_freezer",8
"4729","so_very",8
"4730","while_you",18
"4731","night_i",29
"4732","mix_of",15
"4733","book_the",13
"4734","sitting_in",31
"4735","the_bbc",8
"4736","really_do",14
"4737","do_things",8
"4738","flowers_and",8
"4739","the_hill",8
"4740","you_it",17
"4741","young_man",15
"4742","been_on",35
"4743","or_she",8
"4744","small_and",8
"4745","against_him",14
"4746","everyone_and",7
"4747","everything_in",7
"4748","to_publish",7
"4749","beginning_to",7
"4750","story_is",13
"4751","phone_calls",7
"4752","the_pages",7
"4753","to_study",19
"4754","didnt_really",7
"4755","either_i",7
"4756","there_but",12
"4757","so_happy",29
"4758","can_pick",7
"4759","and_last",16
"4760","i'd_be",23
"4761","something_of",7
"4762","comment_on",21
"4763","your_name",17
"4764","this_with",7
"4765","that_or",7
"4766","are_on",32
"4767","end_in",12
"4768","moment_that",7
"4769","them_is",7
"4770","get_any",14
"4771","would_get",22
"4772","you_got",52
"4773","more_important",23
"4774","above_all",7
"4775","maybe_they",7
"4776","create_the",7
"4777","several_times",13
"4778","maybe_a",14
"4779","for_weeks",7
"4780","to_re",12
"4781","best_in",19
"4782","a_reminder",13
"4783","pay_the",12
"4784","by_to",7
"4785","to_survive",7
"4786","lot_to",20
"4787","the_studio",27
"4788","cream_and",7
"4789","is_time",12
"4790","inside_i",7
"4791","had_that",12
"4792","planning_to",7
"4793","thats_how",7
"4794","a_lie",7
"4795","play_in",20
"4796","of_gas",7
"4797","was_having",7
"4798","they_just",32
"4799","just_sit",7
"4800","are_an",7
"4801","your_work",22
"4802","before_they",17
"4803","stopping_by",7
"4804","say_the",52
"4805","youre_a",7
"4806","course_there",7
"4807","father_and",12
"4808","and_off",12
"4809","a_quarter",14
"4810","a_favorite",12
"4811","back_a",12
"4812","full_and",7
"4813","this_issue",7
"4814","writing_a",14
"4815","the_message",15
"4816","went_into",19
"4817","visit_my",7
"4818","of_fruit",7
"4819","loaded_with",7
"4820","to_no",17
"4821","was_she",7
"4822","reading_the",13
"4823","i_leave",7
"4824","but_here",7
"4825","learned_that",7
"4826","name_a",7
"4827","while_it",13
"4828","and_never",23
"4829","cut_into",7
"4830","understanding_of",13
"4831","the_hubs",7
"4832","everyone_is",25
"4833","done_for",7
"4834","won't_be",48
"4835","there_have",22
"4836","so_after",7
"4837","to_decide",17
"4838","come_down",17
"4839","the_value",16
"4840","from_work",15
"4841","far_too",7
"4842","like_he",22
"4843","regardless_of",20
"4844","okay_i",14
"4845","for_themselves",7
"4846","letters_of",7
"4847","and_during",7
"4848","much_that",12
"4849","a_restaurant",7
"4850","the_camera",14
"4851","a_low",15
"4852","my_hand",7
"4853","unlikely_to",7
"4854","said_they",81
"4855","of_women",7
"4856","walk_to",18
"4857","step_back",7
"4858","for_instance",16
"4859","more_information",21
"4860","all_very",7
"4861","some_point",17
"4862","of_day",16
"4863","take_to",12
"4864","us_for",24
"4865","each_one",7
"4866","about_three",7
"4867","of_sweet",7
"4868","way_home",12
"4869","up_our",7
"4870","in_less",7
"4871","work_but",12
"4872","him_so",13
"4873","it_started",7
"4874","we_started",13
"4875","my_phone",34
"4876","now_so",15
"4877","working_class",7
"4878","we_only",16
"4879","he_took",17
"4880","best_friend",38
"4881","than_my",7
"4882","concerned_about",14
"4883","be_happy",28
"4884","us_but",7
"4885","its_really",7
"4886","house_is",12
"4887","ever_had",15
"4888","pull_the",7
"4889","in_early",17
"4890","regarding_the",13
"4891","know_she",7
"4892","she_went",12
"4893","she_might",7
"4894","been_an",7
"4895","about_where",7
"4896","of_history",7
"4897","on_thursday",45
"4898","what_this",7
"4899","said_a",30
"4900","and_took",15
"4901","service_and",14
"4902","the_guy",33
"4903","having_been",7
"4904","the_simple",7
"4905","in_making",7
"4906","instead_i",7
"4907","my_girls",7
"4908","my_favourite",7
"4909","i_personally",7
"4910","stages_of",7
"4911","went_in",7
"4912","make_us",7
"4913","strong_and",7
"4914","and_beauty",7
"4915","would_think",13
"4916","sunday_i",13
"4917","or_anything",13
"4918","and_that's",45
"4919","happen_in",7
"4920","be_working",12
"4921","them_or",7
"4922","the_means",7
"4923","to_which",12
"4924","now_this",7
"4925","vote_for",31
"4926","what_about",24
"4927","around_us",7
"4928","thing_you",17
"4929","were_doing",12
"4930","get_more",20
"4931","the_mirror",13
"4932","site_and",7
"4933","on_stage",16
"4934","appeared_to",19
"4935","of_just",7
"4936","a_success",15
"4937","i_understand",16
"4938","love_them",14
"4939","some_pretty",7
"4940","or_on",7
"4941","is_wrong",7
"4942","change_and",7
"4943","get_that",18
"4944","and_could",18
"4945","many_more",20
"4946","a_town",7
"4947","to_steal",7
"4948","post_about",7
"4949","around_it",7
"4950","exist_in",7
"4951","now_when",7
"4952","the_plan",34
"4953","stayed_in",7
"4954","the_making",7
"4955","and_into",13
"4956","an_additional",18
"4957","layer_of",7
"4958","to_jump",7
"4959","a_ball",12
"4960","take_your",17
"4961","say_you",19
"4962","turned_up",7
"4963","in_each",18
"4964","sure_how",12
"4965","the_matter",23
"4966","stuff_i",17
"4967","and_down",14
"4968","and_strong",7
"4969","kept_the",7
"4970","the_average",29
"4971","a_reason",29
"4972","i_created",7
"4973","is_said",7
"4974","christ_jesus",7
"4975","been_so",12
"4976","man_of",7
"4977","house_for",7
"4978","have_taken",22
"4979","the_1930s",7
"4980","again_he",7
"4981","on_any",15
"4982","point_i",7
"4983","the_task",7
"4984","he_looked",7
"4985","his_hand",14
"4986","to_death",23
"4987","images_of",7
"4988","your_wife",7
"4989","the_centre",7
"4990","our_new",40
"4991","hands_and",7
"4992","no_good",7
"4993","over_again",13
"4994","the_snow",7
"4995","town_of",14
"4996","see_some",7
"4997","people_from",14
"4998","the_flowers",7
"4999","a_truly",7
"5000","very_happy",25
"5001","this_type",12
"5002","maybe_even",7
"5003","my_hair",31
"5004","not_get",17
"5005","a_former",43
"5006","the_month",23
"5007","is_supposed",7
"5008","a_clear",15
"5009","plan_for",22
"5010","up_so",13
"5011","back_then",7
"5012","can_think",7
"5013","a_novel",7
"5014","it_here",13
"5015","we_believe",7
"5016","said_she",62
"5017","present_to",7
"5018","a_plan",26
"5019","this_story",16
"5020","pounds_and",7
"5021","it_only",12
"5022","didn't_want",20
"5023","not_quite",7
"5024","you_hear",14
"5025","even_have",12
"5026","the_production",7
"5027","off_i",7
"5028","of_stuff",7
"5029","a_double",18
"5030","a_deep",19
"5031","but_theres",7
"5032","good_news",26
"5033","are_already",15
"5034","and_i'll",23
"5035","inside_of",7
"5036","one_more",29
"5037","have_learned",7
"5038","it_right",29
"5039","and_much",7
"5040","sugar_and",7
"5041","and_while",14
"5042","always_have",20
"5043","if_it's",28
"5044","that_long",7
"5045","from_him",15
"5046","i've_got",26
"5047","wearing_a",22
"5048","new_orleans",34
"5049","ten_years",7
"5050","for_children",15
"5051","fear_of",7
"5052","and_although",14
"5053","we_look",15
"5054","was_called",7
"5055","the_bright",7
"5056","is_over",18
"5057","has_ever",7
"5058","on_for",24
"5059","with_so",7
"5060","the_horizon",7
"5061","intend_to",13
"5062","he_tells",7
"5063","home_with",7
"5064","the_sale",12
"5065","as_always",13
"5066","get_started",12
"5067","the_act",7
"5068","or_another",7
"5069","three_years",44
"5070","else_is",17
"5071","about_him",16
"5072","having_the",22
"5073","this_guy",30
"5074","one_time",28
"5075","same_thing",34
"5076","they_need",31
"5077","time_at",24
"5078","got_an",19
"5079","oh_well",24
"5080","have_also",13
"5081","year_so",12
"5082","period_of",12
"5083","it_needs",15
"5084","one_night",13
"5085","help_the",17
"5086","space_and",7
"5087","does_she",7
"5088","the_ball",70
"5089","time_they",15
"5090","just_had",22
"5091","to_everyone",34
"5092","the_mail",13
"5093","kitchen_and",7
"5094","suggest_that",14
"5095","thus_the",7
"5096","moved_to",27
"5097","with_great",7
"5098","or_otherwise",7
"5099","myself_that",7
"5100","to_act",20
"5101","is_full",14
"5102","go_of",7
"5103","somehow_i",7
"5104","ago_when",18
"5105","have_in",19
"5106","that_everyone",7
"5107","comes_with",14
"5108","will_become",12
"5109","too_the",13
"5110","could_hear",13
"5111","dependent_on",7
"5112","she_knew",7
"5113","failed_to",28
"5114","ones_i",7
"5115","all_a",12
"5116","the_birds",7
"5117","waiting_to",21
"5118","what_will",15
"5119","or_how",7
"5120","it_isnt",7
"5121","is_then",7
"5122","he_made",23
"5123","has_just",7
"5124","about_me",21
"5125","have_thought",7
"5126","here's_what",7
"5127","left_and",7
"5128","her_new",12
"5129","dark_chocolate",7
"5130","all_its",7
"5131","the_scale",7
"5132","a_website",7
"5133","isnt_a",7
"5134","power_and",13
"5135","and_bring",7
"5136","i_swear",28
"5137","my_eye",7
"5138","take_time",7
"5139","come_home",7
"5140","include_a",19
"5141","the_evidence",14
"5142","the_mother",15
"5143","the_japanese",7
"5144","has_since",7
"5145","a_doctor",14
"5146","hand_of",7
"5147","is_is",7
"5148","with_what",19
"5149","remember_it",7
"5150","cups_of",7
"5151","you_wish",15
"5152","something_in",13
"5153","a_boy",13
"5154","that_came",16
"5155","returned_to",17
"5156","let_him",7
"5157","for_help",12
"5158","those_days",13
"5159","but_nothing",7
"5160","stop_at",7
"5161","because_its",7
"5162","after_his",18
"5163","way_he",15
"5164","begin_with",7
"5165","the_walls",7
"5166","in_most",7
"5167","but_are",13
"5168","boys_and",7
"5169","the_counter",7
"5170","the_plane",12
"5171","one_side",7
"5172","a_ton",15
"5173","leaving_the",12
"5174","our_friends",12
"5175","the_french",12
"5176","my_card",7
"5177","a_fantastic",15
"5178","me_an",17
"5179","our_personal",7
"5180","soon_to",13
"5181","is_currently",14
"5182","hours_and",12
"5183","was_supposed",7
"5184","demand_for",16
"5185","ive_done",7
"5186","say_about",7
"5187","already_been",12
"5188","wrote_the",17
"5189","people_the",7
"5190","afraid_to",17
"5191","not_about",7
"5192","what_would",32
"5193","out_her",7
"5194","way_that",16
"5195","stay_up",7
"5196","is_out",30
"5197","the_land",16
"5198","they_took",15
"5199","back_up",26
"5200","my_book",17
"5201","well_for",18
"5202","house_of",12
"5203","cut_the",16
"5204","head_i",7
"5205","image_is",7
"5206","dozens_of",22
"5207","report_on",12
"5208","opened_the",13
"5209","is_working",18
"5210","do_about",7
"5211","it's_easy",13
"5212","she_gets",7
"5213","she_doesn't",20
"5214","my_car",26
"5215","expect_to",17
"5216","the_extra",14
"5217","thought_i'd",13
"5218","him_on",17
"5219","and_end",7
"5220","posted_a",14
"5221","time_this",23
"5222","the_older",13
"5223","own_i",7
"5224","and_through",7
"5225","friend_who",16
"5226","and_full",7
"5227","simply_a",7
"5228","be_better",25
"5229","better_but",7
"5230","are_there",14
"5231","see_all",7
"5232","side_and",12
"5233","the_birth",7
"5234","is_probably",19
"5235","post_it",7
"5236","them_so",12
"5237","for_three",21
"5238","understand_what",7
"5239","didn't_make",7
"5240","like_these",7
"5241","didnt_want",7
"5242","times_the",7
"5243","while_and",7
"5244","i_shall",14
"5245","quite_the",7
"5246","worked_in",12
"5247","into_their",7
"5248","started_a",12
"5249","read_them",7
"5250","a_traditional",7
"5251","working_with",38
"5252","each_week",7
"5253","off_from",23
"5254","at_school",17
"5255","and_does",7
"5256","never_did",7
"5257","the_property",14
"5258","the_sense",7
"5259","the_flower",7
"5260","done_a",12
"5261","beauty_of",13
"5262","wal_mart",7
"5263","they_cant",7
"5264","and_drink",7
"5265","show_that",19
"5266","who_do",18
"5267","times_when",7
"5268","of_getting",19
"5269","would_do",17
"5270","to_set",16
"5271","these_two",7
"5272","like_and",7
"5273","they_say",41
"5274","not_because",12
"5275","four_of",15
"5276","this_life",12
"5277","cannot_be",14
"5278","the_border",16
"5279","mind_i",7
"5280","today_to",21
"5281","come_with",17
"5282","come_across",7
"5283","much_so",7
"5284","of_everything",7
"5285","hold_up",7
"5286","to_question",7
"5287","there_on",7
"5288","heart_of",15
"5289","birth_of",7
"5290","in_recent",25
"5291","a_feeling",12
"5292","and_again",7
"5293","day_with",22
"5294","the_pictures",7
"5295","i'm_glad",36
"5296","in_turn",15
"5297","within_a",18
"5298","bring_to",7
"5299","job_of",7
"5300","it_gives",12
"5301","to_submit",7
"5302","the_cards",7
"5303","in_hand",12
"5304","of_love",23
"5305","the_record",22
"5306","gives_you",13
"5307","were_so",14
"5308","in_december",23
"5309","this_means",7
"5310","all_there",7
"5311","better_way",7
"5312","take_this",7
"5313","name_is",23
"5314","could_i",7
"5315","first_and",16
"5316","months_and",12
"5317","can_read",7
"5318","kids_were",7
"5319","get_away",15
"5320","he_just",24
"5321","just_let",13
"5322","to_ensure",17
"5323","to_as",13
"5324","way_we",19
"5325","need_the",19
"5326","being_on",14
"5327","think_i'm",28
"5328","once_you",14
"5329","be_some",7
"5330","etc_etc",7
"5331","year_with",13
"5332","a_treat",7
"5333","natural_and",7
"5334","made_him",12
"5335","the_stage",27
"5336","by_one",7
"5337","had_it",15
"5338","am_to",7
"5339","only_be",12
"5340","as_that",7
"5341","was_part",13
"5342","always_remember",7
"5343","yesterday_was",7
"5344","who_want",17
"5345","this_as",7
"5346","will_ever",7
"5347","in_italy",7
"5348","one_you",20
"5349","my_birthday",29
"5350","shopping_for",12
"5351","sleep_in",20
"5352","one_a",7
"5353","by_that",12
"5354","non_stick",7
"5355","now_a",24
"5356","the_atlantic",7
"5357","miss_you",66
"5358","stand_in",7
"5359","was_quite",7
"5360","and_live",12
"5361","get_into",22
"5362","place_of",13
"5363","community_of",7
"5364","in_june",34
"5365","which_they",15
"5366","not_mean",7
"5367","salt_and",16
"5368","break_from",7
"5369","to_train",7
"5370","the_works",26
"5371","and_though",7
"5372","the_true",7
"5373","four_hours",7
"5374","that_goes",7
"5375","out_loud",7
"5376","every_night",14
"5377","the_ultimate",18
"5378","was_such",12
"5379","will_and",7
"5380","in_as",20
"5381","to_track",7
"5382","of_thing",7
"5383","are_different",7
"5384","how_long",30
"5385","story_i",7
"5386","going_back",21
"5387","with_love",7
"5388","like_being",7
"5389","to_actually",7
"5390","enjoyed_the",12
"5391","and_enjoy",21
"5392","she_wanted",7
"5393","blog_hop",7
"5394","week_we",7
"5395","her_mother",23
"5396","at_p.m",68
"5397","the_phrase",12
"5398","a_slight",7
"5399","us_who",7
"5400","hear_a",13
"5401","more_so",7
"5402","see_here",7
"5403","started_in",15
"5404","and_good",25
"5405","on_all",22
"5406","tell_them",17
"5407","friends_to",15
"5408","note_i",7
"5409","to_engage",7
"5410","incorporated_in",7
"5411","in_item",7
"5412","was_already",12
"5413","would_go",15
"5414","the_western",20
"5415","his_house",7
"5416","of_joy",7
"5417","the_festival",7
"5418","and_easy",7
"5419","around_her",7
"5420","town_and",14
"5421","world_to",15
"5422","later_this",15
